day,area_id,ndids
2024-04-29,1,0
2024-04-29,2,0
2024-04-29,3,1
2024-04-29,4,1
2024-04-29,10,2
2024-04-29,11,1
2024-04-29,15,1
2024-04-29,24,2
2024-04-29,25,0
2024-04-29,28,1
2024-04-29,16,0
2024-04-29,29,1
2024-04-29,41,1
2024-04-29,64,2
2024-04-30,1,66
2024-04-30,2,1
2024-04-30,3,0
2024-04-30,4,1
2024-04-30,10,2
2024-04-30,11,4
2024-04-30,15,2
2024-04-30,24,1
2024-04-30,25,0
2024-04-30,28,0
2024-04-30,16,1
2024-04-30,29,0
2024-04-30,41,0
2024-04-30,64,0
2024-05-01,1,0
2024-05-01,2,0
2024-05-01,3,1
2024-05-01,4,1
2024-05-01,10,98
2024-05-01,11,0
2024-05-01,15,1
2024-05-01,24,0
2024-05-01,25,1
2024-05-01,28,1
2024-05-01,16,1
2024-05-01,29,0
2024-05-01,41,1
2024-05-01,64,0
2024-05-02,1,1
2024-05-02,2,1
2024-05-02,3,0
2024-05-02,4,3
2024-05-02,10,3
2024-05-02,11,0
2024-05-02,15,4
2024-05-02,24,2
2024-05-02,25,2
2024-05-02,28,1
2024-05-02,16,2
2024-05-02,29,0
2024-05-02,41,0
2024-05-02,64,0
2024-05-03,1,3
2024-05-03,2,2
2024-05-03,3,0
2024-05-03,4,0
2024-05-03,10,5
2024-05-03,11,2
2024-05-03,15,0
2024-05-03,24,54
2024-05-03,25,73
2024-05-03,28,1
2024-05-03,16,1
2024-05-03,29,6
2024-05-03,41,0
2024-05-03,64,2
2024-05-04,1,2
2024-05-04,2,0
2024-05-04,3,0
2024-05-04,4,0
2024-05-04,10,140
2024-05-04,11,107
2024-05-04,15,59
2024-05-04,24,0
2024-05-04,25,0
2024-05-04,28,7
2024-05-04,16,2
2024-05-04,29,4
2024-05-04,41,4
2024-05-04,64,1
2024-05-05,1,1
2024-05-05,2,11
2024-05-05,3,0
2024-05-05,4,76
2024-05-05,10,8
2024-05-05,11,2
2024-05-05,15,2
2024-05-05,24,0
2024-05-05,25,0
2024-05-05,28,5
2024-05-05,16,46
2024-05-05,29,2
2024-05-05,41,3
2024-05-05,64,2
2024-05-06,1,1
2024-05-06,2,0
2024-05-06,3,2
2024-05-06,4,2
2024-05-06,10,4
2024-05-06,11,2
2024-05-06,15,2
2024-05-06,24,4
2024-05-06,25,1
2024-05-06,28,2
2024-05-06,16,2
2024-05-06,29,3
2024-05-06,41,0
2024-05-06,64,1
2024-05-07,1,2
2024-05-07,2,1
2024-05-07,3,1
2024-05-07,4,0
2024-05-07,10,9
2024-05-07,11,2
2024-05-07,15,2
2024-05-07,24,6
2024-05-07,25,0
2024-05-07,28,0
2024-05-07,16,0
2024-05-07,29,2
2024-05-07,41,0
2024-05-07,64,3
2024-05-08,1,0
2024-05-08,2,0
2024-05-08,3,1
2024-05-08,4,2
2024-05-08,10,2
2024-05-08,11,1
2024-05-08,15,2
2024-05-08,24,3
2024-05-08,25,1
2024-05-08,28,1
2024-05-08,16,0
2024-05-08,29,0
2024-05-08,41,0
2024-05-08,64,1
2024-05-09,1,2
2024-05-09,2,0
2024-05-09,3,0
2024-05-09,4,0
2024-05-09,10,1
2024-05-09,11,2
2024-05-09,15,81
2024-05-09,24,0
2024-05-09,25,0
2024-05-09,28,0
2024-05-09,16,1
2024-05-09,29,1
2024-05-09,41,0
2024-05-09,64,0
2024-05-10,1,2
2024-05-10,2,0
2024-05-10,3,1
2024-05-10,4,0
2024-05-10,10,5
2024-05-10,11,0
2024-05-10,15,3
2024-05-10,24,3
2024-05-10,25,2
2024-05-10,28,0
2024-05-10,16,1
2024-05-10,29,2
2024-05-10,41,2
2024-05-10,64,1
2024-05-11,1,4
2024-05-11,2,73
2024-05-11,3,120
2024-05-11,4,0
2024-05-11,10,8
2024-05-11,11,1
2024-05-11,15,76
2024-05-11,24,1
2024-05-11,25,4
2024-05-11,28,136
2024-05-11,16,1
2024-05-11,29,6
2024-05-11,41,1
2024-05-11,64,4
2024-05-12,1,81
2024-05-12,2,0
2024-05-12,3,2
2024-05-12,4,1
2024-05-12,10,4
2024-05-12,11,0
2024-05-12,15,4
2024-05-12,24,1
2024-05-12,25,0
2024-05-12,28,0
2024-05-12,16,1
2024-05-12,29,44
2024-05-12,41,1
2024-05-12,64,2
2024-05-13,1,4
2024-05-13,2,1
2024-05-13,3,2
2024-05-13,4,3
2024-05-13,10,1
2024-05-13,11,1
2024-05-13,15,2
2024-05-13,24,2
2024-05-13,25,2
2024-05-13,28,2
2024-05-13,16,1
2024-05-13,29,5
2024-05-13,41,0
2024-05-13,64,1
2024-05-14,1,0
2024-05-14,2,0
2024-05-14,3,1
2024-05-14,4,4
2024-05-14,10,4
2024-05-14,11,2
2024-05-14,15,2
2024-05-14,24,3
2024-05-14,25,1
2024-05-14,28,1
2024-05-14,16,0
2024-05-14,29,3
2024-05-14,41,0
2024-05-14,64,2
2024-05-15,1,0
2024-05-15,2,0
2024-05-15,3,1
2024-05-15,4,4
2024-05-15,10,7
2024-05-15,11,3
2024-05-15,15,1
2024-05-15,24,5
2024-05-15,25,2
2024-05-15,28,1
2024-05-15,16,1
2024-05-15,29,2
2024-05-15,41,0
2024-05-15,64,2
2024-05-16,1,1
2024-05-16,2,1
2024-05-16,3,1
2024-05-16,4,4
2024-05-16,10,5
2024-05-16,11,6
2024-05-16,15,2
2024-05-16,24,4
2024-05-16,25,2
2024-05-16,28,2
2024-05-16,16,3
2024-05-16,29,4
2024-05-16,41,1
2024-05-16,64,0
2024-05-17,1,0
2024-05-17,2,1
2024-05-17,3,1
2024-05-17,4,2
2024-05-17,10,7
2024-05-17,11,3
2024-05-17,15,3
2024-05-17,24,3
2024-05-17,25,2
2024-05-17,28,124
2024-05-17,16,2
2024-05-17,29,1
2024-05-17,41,1
2024-05-17,64,4
2024-05-18,1,1
2024-05-18,2,0
2024-05-18,3,0
2024-05-18,4,76
2024-05-18,10,125
2024-05-18,11,103
2024-05-18,15,1
2024-05-18,24,1
2024-05-18,25,6
2024-05-18,28,3
2024-05-18,16,41
2024-05-18,29,5
2024-05-18,41,0
2024-05-18,64,1
2024-05-19,1,0
2024-05-19,2,0
2024-05-19,3,0
2024-05-19,4,0
2024-05-19,10,5
2024-05-19,11,0
2024-05-19,15,1
2024-05-19,24,85
2024-05-19,25,98
2024-05-19,28,1
2024-05-19,16,0
2024-05-19,29,3
2024-05-19,41,0
2024-05-19,64,0
2024-05-20,1,0
2024-05-20,2,0
2024-05-20,3,0
2024-05-20,4,0
2024-05-20,10,4
2024-05-20,11,2
2024-05-20,15,2
2024-05-20,24,0
2024-05-20,25,0
2024-05-20,28,1
2024-05-20,16,0
2024-05-20,29,2
2024-05-20,41,1
2024-05-20,64,3
2024-05-21,1,0
2024-05-21,2,2
2024-05-21,3,0
2024-05-21,4,1
2024-05-21,10,4
2024-05-21,11,3
2024-05-21,15,3
2024-05-21,24,0
2024-05-21,25,0
2024-05-21,28,127
2024-05-21,16,0
2024-05-21,29,2
2024-05-21,41,1
2024-05-21,64,1
2024-05-22,1,0
2024-05-22,2,0
2024-05-22,3,1
2024-05-22,4,2
2024-05-22,10,2
2024-05-22,11,1
2024-05-22,15,1
2024-05-22,24,2
2024-05-22,25,0
2024-05-22,28,1
2024-05-22,16,0
2024-05-22,29,5
2024-05-22,41,1
2024-05-22,64,2
2024-05-23,1,2
2024-05-23,2,0
2024-05-23,3,1
2024-05-23,4,3
2024-05-23,10,0
2024-05-23,11,1
2024-05-23,15,2
2024-05-23,24,2
2024-05-23,25,1
2024-05-23,28,1
2024-05-23,16,0
2024-05-23,29,1
2024-05-23,41,1
2024-05-23,64,0
2024-05-24,1,1
2024-05-24,2,3
2024-05-24,3,1
2024-05-24,4,2
2024-05-24,10,5
2024-05-24,11,2
2024-05-24,15,1
2024-05-24,24,2
2024-05-24,25,2
2024-05-24,28,0
2024-05-24,16,3
2024-05-24,29,8
2024-05-24,41,111
2024-05-24,64,0
2024-05-25,1,2
2024-05-25,2,105
2024-05-25,3,0
2024-05-25,4,1
2024-05-25,10,9
2024-05-25,11,1
2024-05-25,15,4
2024-05-25,24,1
2024-05-25,25,4
2024-05-25,28,1
2024-05-25,16,2
2024-05-25,29,25
2024-05-25,41,0
2024-05-25,64,14
2024-05-26,1,2
2024-05-26,2,1
2024-05-26,3,0
2024-05-26,4,0
2024-05-26,10,2
2024-05-26,11,1
2024-05-26,15,1
2024-05-26,24,0
2024-05-26,25,1
2024-05-26,28,1
2024-05-26,16,0
2024-05-26,29,0
2024-05-26,41,112
2024-05-26,64,0
2024-05-27,1,1
2024-05-27,2,0
2024-05-27,3,1
2024-05-27,4,2
2024-05-27,10,3
2024-05-27,11,3
2024-05-27,15,3
2024-05-27,24,69
2024-05-27,25,0
2024-05-27,28,1
2024-05-27,16,1
2024-05-27,29,1
2024-05-27,41,1
2024-05-27,64,3
2024-05-28,1,1
2024-05-28,2,0
2024-05-28,3,0
2024-05-28,4,2
2024-05-28,10,1
2024-05-28,11,3
2024-05-28,15,1
2024-05-28,24,0
2024-05-28,25,0
2024-05-28,28,1
2024-05-28,16,1
2024-05-28,29,2
2024-05-28,41,0
2024-05-28,64,1
2024-05-29,1,0
2024-05-29,2,0
2024-05-29,3,1
2024-05-29,4,2
2024-05-29,10,2
2024-05-29,11,1
2024-05-29,15,0
2024-05-29,24,4
2024-05-29,25,1
2024-05-29,28,1
2024-05-29,16,4
2024-05-29,29,2
2024-05-29,41,1
2024-05-29,64,0
2024-05-30,1,1
2024-05-30,2,1
2024-05-30,3,0
2024-05-30,4,1
2024-05-30,10,3
2024-05-30,11,0
2024-05-30,15,2
2024-05-30,24,0
2024-05-30,25,0
2024-05-30,28,1
2024-05-30,16,1
2024-05-30,29,2
2024-05-30,41,2
2024-05-30,64,1
2024-05-31,1,1
2024-05-31,2,0
2024-05-31,3,0
2024-05-31,4,2
2024-05-31,10,6
2024-05-31,11,2
2024-05-31,15,0
2024-05-31,24,0
2024-05-31,25,0
2024-05-31,28,0
2024-05-31,16,0
2024-05-31,29,3
2024-05-31,41,0
2024-05-31,64,12
2024-06-01,1,5
2024-06-01,2,0
2024-06-01,3,0
2024-06-01,4,0
2024-06-01,10,7
2024-06-01,11,0
2024-06-01,15,1
2024-06-01,24,0
2024-06-01,25,0
2024-06-01,28,2
2024-06-01,16,5
2024-06-01,29,3
2024-06-01,41,0
2024-06-01,64,15
2024-06-02,1,2
2024-06-02,2,0
2024-06-02,3,0
2024-06-02,4,0
2024-06-02,10,3
2024-06-02,11,1
2024-06-02,15,1
2024-06-02,24,0
2024-06-02,25,1
2024-06-02,28,2
2024-06-02,16,0
2024-06-02,29,2
2024-06-02,41,0
2024-06-02,64,12
2024-06-03,1,0
2024-06-03,2,1
2024-06-03,3,0
2024-06-03,4,2
2024-06-03,10,1
2024-06-03,11,3
2024-06-03,15,1
2024-06-03,24,0
2024-06-03,25,1
2024-06-03,28,1
2024-06-03,16,1
2024-06-03,29,2
2024-06-03,41,0
2024-06-03,64,1
2024-06-04,1,1
2024-06-04,2,1
2024-06-04,3,1
2024-06-04,4,2
2024-06-04,10,3
2024-06-04,11,1
2024-06-04,15,4
2024-06-04,24,1
2024-06-04,25,0
2024-06-04,28,1
2024-06-04,16,1
2024-06-04,29,1
2024-06-04,41,0
2024-06-04,64,0
2024-06-05,1,0
2024-06-05,2,1
2024-06-05,3,0
2024-06-05,4,1
2024-06-05,10,2
2024-06-05,11,2
2024-06-05,15,0
2024-06-05,24,0
2024-06-05,25,0
2024-06-05,28,2
2024-06-05,16,2
2024-06-05,29,0
2024-06-05,41,0
2024-06-05,64,1
2024-06-06,1,0
2024-06-06,2,1
2024-06-06,3,0
2024-06-06,4,1
2024-06-06,10,2
2024-06-06,11,2
2024-06-06,15,0
2024-06-06,24,0
2024-06-06,25,0
2024-06-06,28,0
2024-06-06,16,1
2024-06-06,29,0
2024-06-06,41,0
2024-06-06,64,0
2024-06-07,1,1
2024-06-07,2,1
2024-06-07,3,1
2024-06-07,4,1
2024-06-07,10,3
2024-06-07,11,1
2024-06-07,15,0
2024-06-07,24,0
2024-06-07,25,1
2024-06-07,28,2
2024-06-07,16,3
2024-06-07,29,7
2024-06-07,41,0
2024-06-07,64,0
2024-06-08,1,3
2024-06-08,2,1
2024-06-08,3,0
2024-06-08,4,0
2024-06-08,10,4
2024-06-08,11,2
2024-06-08,15,3
2024-06-08,24,0
2024-06-08,25,1
2024-06-08,28,1
2024-06-08,16,6
2024-06-08,29,3
2024-06-08,41,0
2024-06-08,64,0
2024-06-09,1,1
2024-06-09,2,0
2024-06-09,3,0
2024-06-09,4,0
2024-06-09,10,1
2024-06-09,11,1
2024-06-09,15,2
2024-06-09,24,1
2024-06-09,25,0
2024-06-09,28,3
2024-06-09,16,19
2024-06-09,29,1
2024-06-09,41,71
2024-06-09,64,0
2024-06-10,1,1
2024-06-10,2,2
2024-06-10,3,0
2024-06-10,4,0
2024-06-10,10,3
2024-06-10,11,4
2024-06-10,15,1
2024-06-10,24,4
2024-06-10,25,1
2024-06-10,28,4
2024-06-10,16,1
2024-06-10,29,2
2024-06-10,41,0
2024-06-10,64,1
2024-06-11,1,4
2024-06-11,2,1
2024-06-11,3,1
2024-06-11,4,2
2024-06-11,10,2
2024-06-11,11,4
2024-06-11,15,1
2024-06-11,24,3
2024-06-11,25,1
2024-06-11,28,2
2024-06-11,16,4
2024-06-11,29,1
2024-06-11,41,0
2024-06-11,64,0
2024-06-12,1,1
2024-06-12,2,1
2024-06-12,3,1
2024-06-12,4,2
2024-06-12,10,2
2024-06-12,11,3
2024-06-12,15,3
2024-06-12,24,1
2024-06-12,25,0
2024-06-12,28,1
2024-06-12,16,4
2024-06-12,29,1
2024-06-12,41,77
2024-06-12,64,0
2024-06-13,1,1
2024-06-13,2,2
2024-06-13,3,0
2024-06-13,4,1
2024-06-13,10,3
2024-06-13,11,2
2024-06-13,15,1
2024-06-13,24,1
2024-06-13,25,0
2024-06-13,28,1
2024-06-13,16,0
2024-06-13,29,2
2024-06-13,41,0
2024-06-13,64,0
2024-06-14,1,36
2024-06-14,2,1
2024-06-14,3,0
2024-06-14,4,3
2024-06-14,10,6
2024-06-14,11,4
2024-06-14,15,1
2024-06-14,24,4
2024-06-14,25,0
2024-06-14,28,2
2024-06-14,16,1
2024-06-14,29,11
2024-06-14,41,3
2024-06-14,64,1
2024-06-15,1,0
2024-06-15,2,30
2024-06-15,3,0
2024-06-15,4,3
2024-06-15,10,35
2024-06-15,11,4
2024-06-15,15,22
2024-06-15,24,1
2024-06-15,25,0
2024-06-15,28,1
2024-06-15,16,2
2024-06-15,29,4
2024-06-15,41,0
2024-06-15,64,1
2024-06-16,1,0
2024-06-16,2,0
2024-06-16,3,0
2024-06-16,4,3
2024-06-16,10,5
2024-06-16,11,28
2024-06-16,15,2
2024-06-16,24,0
2024-06-16,25,22
2024-06-16,28,27
2024-06-16,16,4
2024-06-16,29,4
2024-06-16,41,0
2024-06-16,64,11
